Run	Assay Type	AvgSpotLen	BioProject	BioSample	BioSampleModel	Center Name	collected_by	Collection_Date	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	geo_loc_name	Instrument	Isolation_source	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	version	sample_acc	Sample Name	SRA Study	ww_population	ww_sample_duration	ww_sample_matrix	ww_sample_type	ww_surv_target_1_known_present	ww_surv_target_1	purpose_of_ww_sampling	concentration_method	ww_sample_site	collection_site_id	project_name	ww_flow	Extraction-method	ww_surv_target_1_conc_unit	enrichment_kit (run)	amplicon_size (run)	dehosting_method (run)	ww_surv_target_1_protocol	ww_surv_target_1_gene	ww_surv_target_1_conc	extraction_control	sequenced_by	ww_temperature	purpose_of_ww_sequencing	collection_volume	ww_surv_target_2_conc	ww_surv_target_2_conc_unit	ww_surv_target_2_gene	ww_surv_target_2	Collection_time	ww_surv_target_2_known_present	ww_surv_jurisdiction	ww_population_source	ww_pre_treatment	ww_endog_control_1	instantaneous_flow	ww_ph	ww_total_suspended_solids	ww_endog_control_1_protocol	ww_industrial_effluent_percent	specimen_processing
SRR23385797	AMPLICON	298	PRJNA907019	SAMN33229165	SARS-CoV-2: wastewater surveillance	WA_GT	Washington State Department of Health	2023-02-03	public	"run.zq,activ_sars2_vcf,sra,fastq"	"ncbi,gs,s3"	"ncbi.public,gs.US,s3.us-east-1"	SRX19323841	USA: Washington	Illumina MiSeq	wastewater	WA0905588-WW062-M5916-230206	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2023-02-09T00:00:00Z	1	SRS16721822	WA0905588	SRP410879	73000	Not Collected	raw wastewater	composite	yes	SARS-CoV-2	public health surveillance community-level	Ceres Nanotrap	wastewater treatment plant	WA0044962	CDC NWSS	4.719	MagMAX Viral/Pathogen Nucleic Acid Isolation Kit	Copies/L	QIAseq Direct SARS-CoV-2 kit	175-275	SRA human read removal tool	ddPCR detection of SARS-CoV-2 using the BioRad PREvalence Kit on the BioRad QXOne	N gene (N1)	22397422	OC43 Recovery Control	Washington State Department of Health	5.8	Community Surveillance	50 mL	24954150	Copies/L	N gene (N2)	SARS-CoV-2	07:00	yes			No		See ww_flow	7.5	414		9	
SRR23385798	AMPLICON	298	PRJNA907019	SAMN33229164	SARS-CoV-2: wastewater surveillance	WA_GT	Washington State Department of Health	2023-02-01	public	"fastq,sra,run.zq,activ_sars2_vcf"	"ncbi,s3,gs"	"s3.us-east-1,gs.US,ncbi.public"	SRX19323840	USA: Washington	Illumina MiSeq	wastewater	WA0905586-WW062-M5916-230206	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2023-02-09T00:00:00Z	1	SRS16721821	WA0905586	SRP410879	#N/A	Not Collected	raw wastewater	composite	yes	SARS-CoV-2	public health surveillance community-level	Ceres Nanotrap	wastewater treatment plant	WA0037061	CDC NWSS	10.89	MagMAX Viral/Pathogen Nucleic Acid Isolation Kit	Copies/L	QIAseq Direct SARS-CoV-2 kit	175-275	SRA human read removal tool	ddPCR detection of SARS-CoV-2 using the BioRad PREvalence Kit on the BioRad QXOne	N gene (N1)	18823507	OC43 Recovery Control	Washington State Department of Health	4	Community Surveillance	50 mL	19860134	Copies/L	N gene (N2)	SARS-CoV-2	23:59	yes			No		See ww_flow	Not Collected	Not Collected		#N/A	
SRR23385799	AMPLICON	298	PRJNA907019	SAMN33229163	SARS-CoV-2: wastewater surveillance	WA_GT	Washington State Department of Health	2023-02-02	public	"activ_sars2_vcf,run.zq,sra,fastq"	"s3,gs,ncbi"	"ncbi.public,gs.US,s3.us-east-1"	SRX19323839	USA: Washington	Illumina MiSeq	wastewater	WA0905585-WW062-M5916-230206	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2023-02-09T00:00:00Z	1	SRS16721819	WA0905585	SRP410879	117072	6	raw wastewater	composite	yes	SARS-CoV-2	public health surveillance community-level	Ceres Nanotrap	wastewater treatment plant	WA002402	CDC NWSS	7.53	MagMAX Viral/Pathogen Nucleic Acid Isolation Kit	Copies/L	QIAseq Direct SARS-CoV-2 kit	175-275	SRA human read removal tool	ddPCR detection of SARS-CoV-2 using the BioRad PREvalence Kit on the BioRad QXOne	N gene (N1)	21892388	OC43 Recovery Control	Washington State Department of Health	2.78	Community Surveillance	50 mL	23151735	Copies/L	N gene (N2)	SARS-CoV-2	04:00	yes			No		See ww_flow	7	212		6	
SRR23385800	AMPLICON	298	PRJNA907019	SAMN33229162	SARS-CoV-2: wastewater surveillance	WA_GT	Washington State Department of Health	2023-02-02	public	"fastq,run.zq,sra,activ_sars2_vcf"	"s3,gs,ncbi"	"ncbi.public,s3.us-east-1,gs.US"	SRX19323838	USA: Washington	Illumina MiSeq	wastewater	WA0905584-WW062-M5916-230206	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2023-02-09T00:00:00Z	1	SRS16721818	WA0905584	SRP410879	15000	3.5	raw wastewater	composite	yes	SARS-CoV-2	public health surveillance community-level	Ceres Nanotrap	wastewater treatment plant	WA0051063	CDC NWSS	0.799	MagMAX Viral/Pathogen Nucleic Acid Isolation Kit	Copies/L	QIAseq Direct SARS-CoV-2 kit	175-275	SRA human read removal tool	ddPCR detection of SARS-CoV-2 using the BioRad PREvalence Kit on the BioRad QXOne	N gene (N1)	9740746	OC43 Recovery Control	Washington State Department of Health	9.2	Community Surveillance	50 mL	10556864	Copies/L	N gene (N2)	SARS-CoV-2	12:15	yes			No		See ww_flow	Not Collected	Not Collected		1	
SRR23385801	AMPLICON	298	PRJNA907019	SAMN33229161	SARS-CoV-2: wastewater surveillance	WA_GT	Washington State Department of Health	2023-02-02	public	"run.zq,sra,activ_sars2_vcf,fastq"	"ncbi,gs,s3"	"s3.us-east-1,ncbi.public,gs.US"	SRX19323837	USA: Washington	Illumina MiSeq	wastewater	WA0905583-WW062-M5916-230206	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2023-02-09T00:00:00Z	1	SRS16721820	WA0905583	SRP410879	35550	Not Collected	raw wastewater	composite	yes	SARS-CoV-2	public health surveillance community-level	Ceres Nanotrap	wastewater treatment plant	WA0023949	CDC NWSS	2.9	MagMAX Viral/Pathogen Nucleic Acid Isolation Kit	Copies/L	QIAseq Direct SARS-CoV-2 kit	175-275	SRA human read removal tool	ddPCR detection of SARS-CoV-2 using the BioRad PREvalence Kit on the BioRad QXOne	N gene (N1)	20539236	OC43 Recovery Control	Washington State Department of Health	3.5	Community Surveillance	50 mL	21266542	Copies/L	N gene (N2)	SARS-CoV-2	07:24	yes			No		See ww_flow	Not Collected	Not Collected		50	
SRR23385802	AMPLICON	298	PRJNA907019	SAMN33229160	SARS-CoV-2: wastewater surveillance	WA_GT	Washington State Department of Health	2023-02-02	public	"activ_sars2_vcf,sra,run.zq,fastq"	"ncbi,gs,s3"	"ncbi.public,gs.US,s3.us-east-1"	SRX19323836	USA: Washington	Illumina MiSeq	wastewater	WA0905582-WW062-M5916-230206	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2023-02-09T00:00:00Z	1	SRS16721817	WA0905582	SRP410879	43300	Not Collected	raw wastewater	composite	yes	SARS-CoV-2	public health surveillance community-level	Ceres Nanotrap	wastewater treatment plant	WA0037168	CDC NWSS	5.136	MagMAX Viral/Pathogen Nucleic Acid Isolation Kit	Copies/L	QIAseq Direct SARS-CoV-2 kit	175-275	SRA human read removal tool	ddPCR detection of SARS-CoV-2 using the BioRad PREvalence Kit on the BioRad QXOne	N gene (N1)	18664492	OC43 Recovery Control	Washington State Department of Health	7.8	Community Surveillance	50 mL	20629740	Copies/L	N gene (N2)	SARS-CoV-2	05:24	yes			No		See ww_flow	Not Collected	Not Collected		20	
SRR23385803	AMPLICON	298	PRJNA907019	SAMN33229159	SARS-CoV-2: wastewater surveillance	WA_GT	Washington State Department of Health	2023-02-03	public	"sra,run.zq,fastq,activ_sars2_vcf"	"gs,s3,ncbi"	"gs.US,ncbi.public,s3.us-east-1"	SRX19323835	USA: Washington	Illumina MiSeq	wastewater	WA0905581-WW062-M5916-230206	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2023-02-09T00:00:00Z	1	SRS16721816	WA0905581	SRP410879	35812	5.5	raw wastewater	composite	yes	SARS-CoV-2	public health surveillance community-level	Ceres Nanotrap	wastewater treatment plant	WA0044652	CDC NWSS	4.2	MagMAX Viral/Pathogen Nucleic Acid Isolation Kit	Copies/L	QIAseq Direct SARS-CoV-2 kit	175-275	SRA human read removal tool	ddPCR detection of SARS-CoV-2 using the BioRad PREvalence Kit on the BioRad QXOne	N gene (N1)	9056054	OC43 Recovery Control	Washington State Department of Health	Not Collected	Community Surveillance	50 mL	10579009	Copies/L	N gene (N2)	SARS-CoV-2	06:54	yes			No		See ww_flow	Not Collected	Not Collected		0	
SRR23385804	AMPLICON	298	PRJNA907019	SAMN33229167	SARS-CoV-2: wastewater surveillance	WA_GT	Washington State Department of Health	2023-02-03	public	"activ_sars2_vcf,run.zq,fastq,sra"	"ncbi,s3,gs"	"gs.US,s3.us-east-1,ncbi.public"	SRX19323834	USA: Washington	Illumina MiSeq	wastewater	WA0905590-WW062-M5916-230206	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2023-02-09T00:00:00Z	1	SRS16721815	WA0905590	SRP410879	225000	07:30	raw wastewater	composite	yes	SARS-CoV-2	public health surveillance community-level	Ceres Nanotrap	wastewater treatment plant	WA0024473	CDC NWSS	30.24	MagMAX Viral/Pathogen Nucleic Acid Isolation Kit	Copies/L	QIAseq Direct SARS-CoV-2 kit	175-275	SRA human read removal tool	ddPCR detection of SARS-CoV-2 using the BioRad PREvalence Kit on the BioRad QXOne	N gene (N1)	3618996	OC43 Recovery Control	Washington State Department of Health	14.1	Community Surveillance	50 mL	4570056	Copies/L	N gene (N2)	SARS-CoV-2	00:01	yes			Not Collected		See ww_flow	7.21	140		1.4	
SRR23385805	AMPLICON	298	PRJNA907019	SAMN33229158	SARS-CoV-2: wastewater surveillance	WA_GT	Washington State Department of Health	2023-02-01	public	"activ_sars2_vcf,run.zq,sra,fastq"	"gs,ncbi,s3"	"s3.us-east-1,ncbi.public,gs.US"	SRX19323833	USA: Washington	Illumina MiSeq	wastewater	WA0905580-WW062-M5916-230206	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2023-02-09T00:00:00Z	1	SRS16721814	WA0905580	SRP410879	2323	7	raw wastewater	composite	yes	SARS-CoV-2	public health surveillance community-level	Ceres Nanotrap	wastewater treatment plant	WA0021008	CDC NWSS	0.189	MagMAX Viral/Pathogen Nucleic Acid Isolation Kit	Copies/L	QIAseq Direct SARS-CoV-2 kit	175-275	SRA human read removal tool	ddPCR detection of SARS-CoV-2 using the BioRad PREvalence Kit on the BioRad QXOne	N gene (N1)	9436702	OC43 Recovery Control	Washington State Department of Health	4	Community Surveillance	50 mL	9519465	Copies/L	N gene (N2)	SARS-CoV-2	13:00	yes			No		See ww_flow	Not Collected	Not Collected		0	
SRR23385806	AMPLICON	298	PRJNA907019	SAMN33229157	SARS-CoV-2: wastewater surveillance	WA_GT	Washington State Department of Health	2023-02-03	public	"fastq,run.zq,activ_sars2_vcf,sra"	"s3,gs,ncbi"	"ncbi.public,gs.US,s3.us-east-1"	SRX19323832	USA: Washington	Illumina MiSeq	wastewater	WA0905579-WW062-M5916-230206	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2023-02-09T00:00:00Z	1	SRS16721813	WA0905579	SRP410879	295855	03:40	raw wastewater	composite	yes	SARS-CoV-2	public health surveillance community-level	Ceres Nanotrap	wastewater treatment plant	WA0039624	CDC NWSS	20.2	MagMAX Viral/Pathogen Nucleic Acid Isolation Kit	Copies/L	QIAseq Direct SARS-CoV-2 kit	175-275	SRA human read removal tool	ddPCR detection of SARS-CoV-2 using the BioRad PREvalence Kit on the BioRad QXOne	N gene (N1)	21918238	OC43 Recovery Control	Washington State Department of Health		Community Surveillance	50 mL	22629001	Copies/L	N gene (N2)	SARS-CoV-2	07:30	yes			No		See ww_flow	Not Collected	Not Collected		5	
SRR23612332	AMPLICON	298	PRJNA907019	SAMN33437879	SARS-CoV-2: wastewater surveillance	WA_GT	Washington State Department of Health	2023-02-16	public	"run.zq,sra,activ_sars2_vcf,fastq"	"ncbi,s3,gs"	"ncbi.public,gs.US,s3.us-east-1"	SRX19497181	USA: Washington	Illumina MiSeq	wastewater	WA0909450-WW064-M4796-230221	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2023-02-24T00:00:00Z	1	SRS16886936	WA0909450	SRP410879	33000	5	raw wastewater	composite	yes	SARS-CoV-2	public health surveillance community-level	Ceres Nanotrap	wastewater treatment plant	WA0024627	CDC NWSS	3.59	MagMAX Viral/Pathogen Nucleic Acid Isolation Kit	Copies/L	QIAseq Direct SARS-CoV-2 kit	175-275	SRA human read removal tool	ddPCR detection of SARS-CoV-2 using the BioRad PREvalence Kit on the BioRad QXOne	N gene (N1)	1287820	OC43 Recovery Control	Washington State Department of Health	4.3	Community Surveillance	50 mL	1323117	Copies/L	N gene (N2)	SARS-CoV-2	08:40	yes			No		See ww_flow	Not Collected	Not Collected		6.9	
SRR23612333	AMPLICON	298	PRJNA907019	SAMN33437878	SARS-CoV-2: wastewater surveillance	WA_GT	Washington State Department of Health	2023-02-15	public	"activ_sars2_vcf,sra,run.zq,fastq"	"gs,s3,ncbi"	"gs.US,ncbi.public,s3.us-east-1"	SRX19497180	USA: Washington	Illumina MiSeq	wastewater	WA0909449-WW064-M4796-230221	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2023-02-24T00:00:00Z	1	SRS16886937	WA0909449	SRP410879	119790	4	raw wastewater	composite	yes	SARS-CoV-2	public health surveillance community-level	Ceres Nanotrap	wastewater treatment plant	WA0037061	CDC NWSS	13	MagMAX Viral/Pathogen Nucleic Acid Isolation Kit	Copies/L	QIAseq Direct SARS-CoV-2 kit	175-275	SRA human read removal tool	ddPCR detection of SARS-CoV-2 using the BioRad PREvalence Kit on the BioRad QXOne	N gene (N1)	5891309	OC43 Recovery Control	Washington State Department of Health	4	Community Surveillance	50 mL	7218185	Copies/L	N gene (N2)	SARS-CoV-2	23:59	yes			No		See ww_flow	Not Collected	Not Collected		3	
SRR23612334	AMPLICON	298	PRJNA907019	SAMN33437877	SARS-CoV-2: wastewater surveillance	WA_GT	Washington State Department of Health	2023-02-16	public	"fastq,run.zq,sra,activ_sars2_vcf"	"gs,ncbi,s3"	"ncbi.public,gs.US,s3.us-east-1"	SRX19497179	USA: Washington	Illumina MiSeq	wastewater	WA0909448-WW064-M4796-230221	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2023-02-24T00:00:00Z	1	SRS16886935	WA0909448	SRP410879	117072	6	raw wastewater	composite	yes	SARS-CoV-2	public health surveillance community-level	Ceres Nanotrap	wastewater treatment plant	WA002402	CDC NWSS	7.17	MagMAX Viral/Pathogen Nucleic Acid Isolation Kit	Copies/L	QIAseq Direct SARS-CoV-2 kit	175-275	SRA human read removal tool	ddPCR detection of SARS-CoV-2 using the BioRad PREvalence Kit on the BioRad QXOne	N gene (N1)	15315416	OC43 Recovery Control	Washington State Department of Health	3.89	Community Surveillance	50 mL	15565072	Copies/L	N gene (N2)	SARS-CoV-2	04:00	yes			No		See ww_flow	7.04	500		6	
SRR23612335	AMPLICON	298	PRJNA907019	SAMN33437876	SARS-CoV-2: wastewater surveillance	WA_GT	Washington State Department of Health	2023-02-16	public	"activ_sars2_vcf,run.zq,fastq,sra"	"gs,ncbi,s3"	"ncbi.public,s3.us-east-1,gs.US"	SRX19497178	USA: Washington	Illumina MiSeq	wastewater	WA0909447-WW064-M4796-230221	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2023-02-24T00:00:00Z	1	SRS16886933	WA0909447	SRP410879	15000	2	raw wastewater	composite	yes	SARS-CoV-2	public health surveillance community-level	Ceres Nanotrap	wastewater treatment plant	WA0051063	CDC NWSS	0.8039	MagMAX Viral/Pathogen Nucleic Acid Isolation Kit	Copies/L	QIAseq Direct SARS-CoV-2 kit	175-275	SRA human read removal tool	ddPCR detection of SARS-CoV-2 using the BioRad PREvalence Kit on the BioRad QXOne	N gene (N1)	70017498	OC43 Recovery Control	Washington State Department of Health	7.7	Community Surveillance	50 mL	71573334	Copies/L	N gene (N2)	SARS-CoV-2	11:20	yes			No		See ww_flow	Not Collected	Not Collected		1	
SRR23612336	AMPLICON	298	PRJNA907019	SAMN33437875	SARS-CoV-2: wastewater surveillance	WA_GT	Washington State Department of Health	2023-02-16	public	"fastq,run.zq,activ_sars2_vcf,sra"	"gs,ncbi,s3"	"gs.US,s3.us-east-1,ncbi.public"	SRX19497177	USA: Washington	Illumina MiSeq	wastewater	WA0909446-WW064-M4796-230221	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2023-02-24T00:00:00Z	1	SRS16886934	WA0909446	SRP410879	35550	Not Collected	raw wastewater	composite	yes	SARS-CoV-2	public health surveillance community-level	Ceres Nanotrap	wastewater treatment plant	WA0023949	CDC NWSS	2.6	MagMAX Viral/Pathogen Nucleic Acid Isolation Kit	Copies/L	QIAseq Direct SARS-CoV-2 kit	175-275	SRA human read removal tool	ddPCR detection of SARS-CoV-2 using the BioRad PREvalence Kit on the BioRad QXOne	N gene (N1)	17187288	OC43 Recovery Control	Washington State Department of Health	3.5	Community Surveillance	50 mL	16209306	Copies/L	N gene (N2)	SARS-CoV-2	07:26	yes			No		See ww_flow	Not Collected	Not Collected		50	
SRR23612337	AMPLICON	298	PRJNA907019	SAMN33437874	SARS-CoV-2: wastewater surveillance	WA_GT	Washington State Department of Health	2023-02-16	public	"run.zq,sra,fastq,activ_sars2_vcf"	"gs,ncbi,s3"	"s3.us-east-1,ncbi.public,gs.US"	SRX19497176	USA: Washington	Illumina MiSeq	wastewater	WA0909445-WW064-M4796-230221	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2023-02-24T00:00:00Z	1	SRS16886932	WA0909445	SRP410879	43300	Not Collected	raw wastewater	composite	yes	SARS-CoV-2	public health surveillance community-level	Ceres Nanotrap	wastewater treatment plant	WA0037168	CDC NWSS	4.389	MagMAX Viral/Pathogen Nucleic Acid Isolation Kit	Copies/L	QIAseq Direct SARS-CoV-2 kit	175-275	SRA human read removal tool	ddPCR detection of SARS-CoV-2 using the BioRad PREvalence Kit on the BioRad QXOne	N gene (N1)	5821599	OC43 Recovery Control	Washington State Department of Health	6.6	Community Surveillance	50 mL	6051134	Copies/L	N gene (N2)	SARS-CoV-2	05:29	yes			No		See ww_flow	Not Collected	Not Collected		20	
SRR23612338	AMPLICON	298	PRJNA907019	SAMN33437873	SARS-CoV-2: wastewater surveillance	WA_GT	Washington State Department of Health	2023-02-17	public	"sra,run.zq,activ_sars2_vcf,fastq"	"s3,gs,ncbi"	"ncbi.public,gs.US,s3.us-east-1"	SRX19497175	USA: Washington	Illumina MiSeq	wastewater	WA0909444-WW064-M4796-230221	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2023-02-24T00:00:00Z	1	SRS16886931	WA0909444	SRP410879	35812	5.5	raw wastewater	composite	yes	SARS-CoV-2	public health surveillance community-level	Ceres Nanotrap	wastewater treatment plant	WA0044652	CDC NWSS	4	MagMAX Viral/Pathogen Nucleic Acid Isolation Kit	Copies/L	QIAseq Direct SARS-CoV-2 kit	175-275	SRA human read removal tool	ddPCR detection of SARS-CoV-2 using the BioRad PREvalence Kit on the BioRad QXOne	N gene (N1)	4271856	OC43 Recovery Control	Washington State Department of Health	Not Collected	Community Surveillance	50 mL	4641187	Copies/L	N gene (N2)	SARS-CoV-2	07:04	yes			No		See ww_flow	Not Collected	Not Collected		0	
SRR23612339	AMPLICON	298	PRJNA907019	SAMN33437872	SARS-CoV-2: wastewater surveillance	WA_GT	Washington State Department of Health	2023-02-16	public	"activ_sars2_vcf,fastq,sra,run.zq"	"ncbi,gs,s3"	"s3.us-east-1,ncbi.public,gs.US"	SRX19497174	USA: Washington	Illumina MiSeq	wastewater	WA0909443-WW064-M4796-230221	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2023-02-24T00:00:00Z	1	SRS16886930	WA0909443	SRP410879	2323	7	raw wastewater	composite	yes	SARS-CoV-2	public health surveillance community-level	Ceres Nanotrap	wastewater treatment plant	WA0021008	CDC NWSS	0.157	MagMAX Viral/Pathogen Nucleic Acid Isolation Kit	Copies/L	QIAseq Direct SARS-CoV-2 kit	175-275	SRA human read removal tool	ddPCR detection of SARS-CoV-2 using the BioRad PREvalence Kit on the BioRad QXOne	N gene (N1)	33007889	OC43 Recovery Control	Washington State Department of Health	4	Community Surveillance	50 mL	31683187	Copies/L	N gene (N2)	SARS-CoV-2	01:00	yes			No		See ww_flow	Not Collected	Not Collected		0	
SRR23612340	AMPLICON	298	PRJNA907019	SAMN33437883	SARS-CoV-2: wastewater surveillance	WA_GT	Washington State Department of Health	2023-02-17	public	"sra,run.zq,activ_sars2_vcf,fastq"	"gs,ncbi,s3"	"gs.US,s3.us-east-1,ncbi.public"	SRX19497173	USA: Washington	Illumina MiSeq	wastewater	WA0909454-WW064-M4796-230221	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2023-02-24T00:00:00Z	1	SRS16886929	WA0909454	SRP410879	225000	06:30	raw wastewater	composite	yes	SARS-CoV-2	public health surveillance community-level	Ceres Nanotrap	wastewater treatment plant	WA0024473	CDC NWSS	26.73	MagMAX Viral/Pathogen Nucleic Acid Isolation Kit	Copies/L	QIAseq Direct SARS-CoV-2 kit	175-275	SRA human read removal tool	ddPCR detection of SARS-CoV-2 using the BioRad PREvalence Kit on the BioRad QXOne	N gene (N1)	3213637	OC43 Recovery Control	Washington State Department of Health	9.4	Community Surveillance	50 mL	3499105	Copies/L	N gene (N2)	SARS-CoV-2	06:30	yes			No		See ww_flow	Not Collected	Not Collected		1.4	
SRR23612341	AMPLICON	298	PRJNA907019	SAMN33437882	SARS-CoV-2: wastewater surveillance	WA_GT	Washington State Department of Health	2023-02-17	public	"run.zq,fastq,sra,activ_sars2_vcf"	"gs,ncbi,s3"	"gs.US,s3.us-east-1,ncbi.public"	SRX19497172	USA: Washington	Illumina MiSeq	wastewater	WA0909453-WW064-M4796-230221	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2023-02-24T00:00:00Z	1	SRS16886928	WA0909453	SRP410879	83000	7	raw wastewater	composite	yes	SARS-CoV-2	public health surveillance community-level	Ceres Nanotrap	wastewater treatment plant	WA0044784	CDC NWSS	5.27	MagMAX Viral/Pathogen Nucleic Acid Isolation Kit	Copies/L	QIAseq Direct SARS-CoV-2 kit	175-275	SRA human read removal tool	ddPCR detection of SARS-CoV-2 using the BioRad PREvalence Kit on the BioRad QXOne	N gene (N1)	13389256	OC43 Recovery Control	Washington State Department of Health	3.2	Community Surveillance	50 mL	12704585	Copies/L	N gene (N2)	SARS-CoV-2	07:00	yes			No		See ww_flow	Not Collected	Not Collected		3	
SRR23612342	AMPLICON	298	PRJNA907019	SAMN33437881	SARS-CoV-2: wastewater surveillance	WA_GT	Washington State Department of Health	2023-02-17	public	"sra,activ_sars2_vcf,run.zq,fastq"	"gs,ncbi,s3"	"ncbi.public,gs.US,s3.us-east-1"	SRX19497171	USA: Washington	Illumina MiSeq	wastewater	WA0909452-WW064-M4796-230221	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2023-02-24T00:00:00Z	1	SRS16886927	WA0909452	SRP410879	120000	24	raw wastewater	composite	yes	SARS-CoV-2	public health surveillance community-level	Ceres Nanotrap	wastewater treatment plant	WA0093317	CDC NWSS	7.1	MagMAX Viral/Pathogen Nucleic Acid Isolation Kit	Copies/L	QIAseq Direct SARS-CoV-2 kit	175-275	SRA human read removal tool	ddPCR detection of SARS-CoV-2 using the BioRad PREvalence Kit on the BioRad QXOne	N gene (N1)	7093281	OC43 Recovery Control	Washington State Department of Health	4.4	Community Surveillance	50 mL	7090503	Copies/L	N gene (N2)	SARS-CoV-2	Not Collected	yes			No		See ww_flow	Not Collected	Not Collected		10	
SRR23612343	AMPLICON	298	PRJNA907019	SAMN33437880	SARS-CoV-2: wastewater surveillance	WA_GT	Washington State Department of Health	2023-02-17	public	"run.zq,activ_sars2_vcf,fastq,sra"	"s3,gs,ncbi"	"gs.US,ncbi.public,s3.us-east-1"	SRX19497170	USA: Washington	Illumina MiSeq	wastewater	WA0909451-WW064-M4796-230221	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2023-02-24T00:00:00Z	1	SRS16886926	WA0909451	SRP410879	73000	Not Collected	raw wastewater	composite	yes	SARS-CoV-2	public health surveillance community-level	Ceres Nanotrap	wastewater treatment plant	WA0044962	CDC NWSS	4.752	MagMAX Viral/Pathogen Nucleic Acid Isolation Kit	Copies/L	QIAseq Direct SARS-CoV-2 kit	175-275	SRA human read removal tool	ddPCR detection of SARS-CoV-2 using the BioRad PREvalence Kit on the BioRad QXOne	N gene (N1)	15685961	OC43 Recovery Control	Washington State Department of Health	18.5	Community Surveillance	50 mL	16763146	Copies/L	N gene (N2)	SARS-CoV-2	07:00	yes			No		See ww_flow	7.51	370		9	
SRR23612344	AMPLICON	298	PRJNA907019	SAMN33437871	SARS-CoV-2: wastewater surveillance	WA_GT	Washington State Department of Health	2023-02-17	public	"activ_sars2_vcf,fastq,sra,run.zq"	"s3,gs,ncbi"	"s3.us-east-1,ncbi.public,gs.US"	SRX19497169	USA: Washington	Illumina MiSeq	wastewater	WA0909442-WW064-M4796-230221	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2023-02-24T00:00:00Z	1	SRS16886924	WA0909442	SRP410879	295855	Not Collected	raw wastewater	composite	yes	SARS-CoV-2	public health surveillance community-level	Ceres Nanotrap	wastewater treatment plant	WA0039624	CDC NWSS	20	MagMAX Viral/Pathogen Nucleic Acid Isolation Kit	Copies/L	QIAseq Direct SARS-CoV-2 kit	175-275	SRA human read removal tool	ddPCR detection of SARS-CoV-2 using the BioRad PREvalence Kit on the BioRad QXOne	N gene (N1)	11278204	OC43 Recovery Control	Washington State Department of Health	Not Collected	Community Surveillance	50 mL	10044587	Copies/L	N gene (N2)	SARS-CoV-2	07:30	yes			No		See ww_flow	Not Collected	Not Collected		5	
SRR23612345	AMPLICON	298	PRJNA907019	SAMN33437870	SARS-CoV-2: wastewater surveillance	WA_GT	Washington State Department of Health	2023-02-13	public	"activ_sars2_vcf,fastq,sra,run.zq"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX19497168	USA: Washington	Illumina MiSeq	wastewater	WA0907901-WW064-M4796-230221	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2023-02-24T00:00:00Z	1	SRS16886925	WA0907901	SRP410879	10000	Not Collected	raw wastewater	composite	yes	SARS-CoV-2	public health surveillance community-level	Ceres Nanotrap	wastewater treatment plant	WA0037052	CDC NWSS	0.784	MagMAX Viral/Pathogen Nucleic Acid Isolation Kit	Copies/L	QIAseq Direct SARS-CoV-2 kit	175-275	SRA human read removal tool	ddPCR detection of SARS-CoV-2 using the BioRad PREvalence Kit on the BioRad QXOne	N gene (N1)	5368994	OC43 Recovery Control	Washington State Department of Health	4	Community Surveillance	50 mL	6104012	Copies/L	N gene (N2)	SARS-CoV-2	09:20	yes			No		See ww_flow	Not Collected	Not Collected		5	
